date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:33:28	15560/15560	---M-Z	200	added ('OK')	application/x-javascript	etag:%223cc8-6806422e-a1c40f365c6859aa;gz%22	https://html.slicemypage.com/boka/include/js/SplitText.min.js	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/js/SplitText.min.js	(from https://html.slicemypage.com/boka/)
21:33:29	10625/10625	---M-Z	200	added ('OK')	application/x-javascript	etag:%222981-6806422e-cea4aa45aa3be9e7;gz%22	https://html.slicemypage.com/boka/include/js/TextPlugin.min.js	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/js/TextPlugin.min.js	(from https://html.slicemypage.com/boka/)
21:33:29	36308/36308	---M-Z	200	added ('OK')	application/x-javascript	etag:%228dd4-6806422e-385eb49c356f9bba;gz%22	https://html.slicemypage.com/boka/include/js/jquery.validate.min.js	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/js/jquery.validate.min.js	(from https://html.slicemypage.com/boka/)
21:33:29	14788/14788	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239c4-6806422e-11b9b1614b41f5be;gz%22	https://html.slicemypage.com/boka/include/js/custom.js	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/js/custom.js	(from https://html.slicemypage.com/boka/)
21:33:30	118072/118072	---M--	200	added ('OK')	font/woff2	etag:%221cd38-6806422e-ef14de1642210488;;;%22	https://html.slicemypage.com/boka/include/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-brands-400.woff2	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:30	209376/209376	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22331e0-6806422e-3ae350f23b663aeb;gz%22	https://html.slicemypage.com/boka/include/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-brands-400.ttf	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:30	25464/25464	---M--	200	added ('OK')	font/woff2	etag:%226378-6806422e-7b98652f8136702c;;;%22	https://html.slicemypage.com/boka/include/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-regular-400.woff2	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:31	67976/67976	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2210988-6806422e-ff215209c316dce1;gz%22	https://html.slicemypage.com/boka/include/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-regular-400.ttf	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:31	157192/157192	---M--	200	added ('OK')	font/woff2	etag:%2226608-6806422e-fd5b6b8fbb093ee1;;;%22	https://html.slicemypage.com/boka/include/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-solid-900.woff2	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:31	423676/423676	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22676fc-6806422e-6180ff89de30833a;gz%22	https://html.slicemypage.com/boka/include/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-solid-900.ttf	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:31	4800/4800	---M--	200	added ('OK')	font/woff2	etag:%2212c0-6806422e-f939b2fd7456bc51;;;%22	https://html.slicemypage.com/boka/include/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-v4compatibility.woff2	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:32	10836/10836	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222a54-6806422e-f61df2f42e3b1f69;gz%22	https://html.slicemypage.com/boka/include/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/webfonts/fa-v4compatibility.ttf	(from https://html.slicemypage.com/boka/include/css/fontawesome.min.css)
21:33:32	3533/3533	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:33:58%20GMT	https://html.slicemypage.com/boka/include/images/boka-logo.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/boka-logo.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:32	39473/39473	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:33:58%20GMT	https://html.slicemypage.com/boka/include/images/hero.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/hero.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:33	25164/25164	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:33:58%20GMT	https://html.slicemypage.com/boka/include/images/about-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/about-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:33	21665/21665	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:33:59%20GMT	https://html.slicemypage.com/boka/include/images/services-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/services-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:34	19768/19768	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:33:59%20GMT	https://html.slicemypage.com/boka/include/images/portfolio-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/portfolio-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:35	18854/18854	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:01%20GMT	https://html.slicemypage.com/boka/include/images/resume-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/resume-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:36	18022/18022	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:02%20GMT	https://html.slicemypage.com/boka/include/images/contact-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/contact-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:37	129673/129673	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:02%20GMT	https://html.slicemypage.com/boka/include/images/about-img.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/about-img.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:37	14480/14480	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:03%20GMT	https://html.slicemypage.com/boka/include/images/signature.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/signature.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:37	19170/19170	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:01%20GMT	https://html.slicemypage.com/boka/include/images/blog-icon.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/blog-icon.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:38	33013/33013	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:03%20GMT	https://html.slicemypage.com/boka/include/images/service1.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service1.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:38	28002/28002	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:03%20GMT	https://html.slicemypage.com/boka/include/images/service1-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service1-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:38	51159/51159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:04%20GMT	https://html.slicemypage.com/boka/include/images/service2.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service2.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:39	43497/43497	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:05%20GMT	https://html.slicemypage.com/boka/include/images/service2-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service2-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:40	36446/36446	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:05%20GMT	https://html.slicemypage.com/boka/include/images/service3.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service3.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:40	29634/29634	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:06%20GMT	https://html.slicemypage.com/boka/include/images/service3-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service3-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:40	37896/37896	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:06%20GMT	https://html.slicemypage.com/boka/include/images/service4.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service4.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:40	31187/31187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:06%20GMT	https://html.slicemypage.com/boka/include/images/service4-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service4-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:41	28006/28006	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:06%20GMT	https://html.slicemypage.com/boka/include/images/service5.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service5.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:41	22263/22263	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:07%20GMT	https://html.slicemypage.com/boka/include/images/service5-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service5-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:41	36058/36058	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:07%20GMT	https://html.slicemypage.com/boka/include/images/service6.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service6.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:41	28937/28937	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:07%20GMT	https://html.slicemypage.com/boka/include/images/service6-mob.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/service6-mob.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:42	87537/87537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:08%20GMT	https://html.slicemypage.com/boka/include/images/portfolio1.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/portfolio1.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:42	139600/139600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:08%20GMT	https://html.slicemypage.com/boka/include/images/portfolio2.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/portfolio2.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:42	119451/119451	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:08%20GMT	https://html.slicemypage.com/boka/include/images/portfolio3.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/portfolio3.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:43	104612/104612	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:08%20GMT	https://html.slicemypage.com/boka/include/images/portfolio4.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/portfolio4.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:43	8412/8412	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:09%20GMT	https://html.slicemypage.com/boka/include/images/client-logo1.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/client-logo1.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:43	7919/7919	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:09%20GMT	https://html.slicemypage.com/boka/include/images/client-logo2.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/client-logo2.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:43	8607/8607	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:09%20GMT	https://html.slicemypage.com/boka/include/images/client-logo3.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/client-logo3.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:43	9363/9363	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:09%20GMT	https://html.slicemypage.com/boka/include/images/client-logo4.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/client-logo4.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:44	5562/5562	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:10%20GMT	https://html.slicemypage.com/boka/include/images/awwwards-logo.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/awwwards-logo.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:44	7266/7266	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:10%20GMT	https://html.slicemypage.com/boka/include/images/webbyawards-logo.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/webbyawards-logo.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:44	7499/7499	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Apr%202025%2016:34:10%20GMT	https://html.slicemypage.com/boka/include/images/fwa-logo.png	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/fwa-logo.png	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:45	395/395	---M-Z	200	added ('OK')	image/svg+xml	etag:%2218b-6806422e-5deb8a9d4c185798;gz%22	https://html.slicemypage.com/boka/include/images/html5-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/html5-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:45	453/453	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c5-6806422e-b45f268f2090036c;gz%22	https://html.slicemypage.com/boka/include/images/css3-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/css3-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:46	1032/1032	---M-Z	200	added ('OK')	image/svg+xml	etag:%22408-6806422e-49271c019638df87;gz%22	https://html.slicemypage.com/boka/include/images/javascript-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/javascript-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:46	1606/1606	---M-Z	200	added ('OK')	image/svg+xml	etag:%22646-6806422e-2eb33f809bd54ea2;gz%22	https://html.slicemypage.com/boka/include/images/typescript-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/typescript-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:46	1030/1030	---M-Z	200	added ('OK')	image/svg+xml	etag:%22406-6806422e-57a1a0602b1722d6;gz%22	https://html.slicemypage.com/boka/include/images/react-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/react-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:47	2178/2178	---M-Z	200	added ('OK')	image/svg+xml	etag:%22882-6806422e-2c2efde3b6148239;gz%22	https://html.slicemypage.com/boka/include/images/next-js-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/next-js-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:47	1411/1411	---M-Z	200	added ('OK')	image/svg+xml	etag:%22583-6806422e-b35908349cf825f7;gz%22	https://html.slicemypage.com/boka/include/images/figma-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/figma-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:47	1012/1012	---M-Z	200	added ('OK')	image/svg+xml	etag:%223f4-6806422e-c0189ce16f5bb056;gz%22	https://html.slicemypage.com/boka/include/images/wordpress-logo.svg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/wordpress-logo.svg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:48	59972/59972	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:13%20GMT	https://html.slicemypage.com/boka/include/images/blog-img1.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/blog-img1.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:48	53408/53408	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:14%20GMT	https://html.slicemypage.com/boka/include/images/blog-img2.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/blog-img2.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:48	47600/47600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Apr%202025%2016:34:14%20GMT	https://html.slicemypage.com/boka/include/images/blog-img3.jpg	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/include/images/blog-img3.jpg	(from https://html.slicemypage.com/boka/index-v1.html)
21:33:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-652f4ed9-ac8d107c1b52ed51;gz%22	https://html.slicemypage.com/boka/e	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/e	(from https://html.slicemypage.com/boka/include/js/swiper-bundle.min.js)
21:33:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-652f4ed9-ac8d107c1b52ed51;gz%22	https://html.slicemypage.com/boka/Version/	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/Version/index.html	(from https://html.slicemypage.com/boka/include/js/swiper-bundle.min.js)
21:33:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-652f4ed9-ac8d107c1b52ed51;gz%22	https://html.slicemypage.com/boka/t.params.url	C:/My%20Web%20Sites/porfilo/html.slicemypage.com/boka/t.params.url	(from https://html.slicemypage.com/boka/include/js/swiper-bundle.min.js)
